 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	Source_Radius	FWHM_Mult	Source_Rad(base)	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	Source-Sky_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4
11	Tres-1_b_Light_30.000secs_R_00000010_out.fit	10.000000	0.000000	57301.549847	2457301.549847	2457301.549674	2457301.555490	NaN	1.180057	57.883248	-15.233191	30.000000	0.000000	0.000000	6.099869	1.400000	7.000000	13.000000	20.000000	0.527589	0.208140	1.844397	0.218453	0.012033	0.010737	0.067997	0.010779	43.844829	19.385243	27.124839	20.265830	38005.371800	573.903859	463.779519	515.299483	464.279519	509.200517	20051.229730	342.731421	58.504206	2868.000000	879.478632	708.100601	3.941540	4.218475	3.664606	344.388761	0.973263	469.871160	591.361150	470.371160	433.138850	6547.620253	323.009416	20.270679	1364.000000	753.728814	698.240506	4.578105	4.618324	4.537886	40.327892	0.988292	486.073804	639.023806	486.573804	385.476194	24643.886076	350.462734	70.318136	3239.000000	901.319328	694.227848	4.234281	4.304484	4.164078	3.824761	0.998881	731.992696	440.853894	732.492696	583.646106	6813.865471	319.697401	21.313484	1328.000000	752.111111	693.872945	4.090495	4.286916	3.894075	342.762353	0.986491
12	Tres-1_b_Light_30.000secs_R_00000011_out.fit	11.000000	0.000000	57301.550248	2457301.550248	2457301.550075	2457301.555891	NaN	1.181929	57.738460	-14.809517	30.000000	0.000000	0.000000	6.189770	1.400000	7.000000	13.000000	20.000000	0.550378	0.196649	1.782784	0.242266	0.005492	0.004448	0.027735	0.004785	100.207116	44.212003	64.280061	50.631719	90337.372525	595.055857	465.875039	514.937786	466.375039	509.562214	49719.684685	372.725103	133.395053	5610.000000	1044.125000	629.794294	4.411070	4.547897	4.274242	356.307544	0.996094	471.881509	590.937349	472.381509	433.562651	14845.394127	320.995481	46.247985	2176.000000	743.583333	619.871716	4.051833	4.542352	3.561313	354.969628	0.941266	488.153331	638.796382	488.653331	385.703618	57874.424528	380.144838	152.243089	6755.000000	1099.537815	613.198113	4.173069	4.414243	3.931895	354.399945	0.986208	733.965217	440.541657	734.465217	583.958343	17617.553869	326.409674	53.973749	2496.000000	759.360656	614.954476	4.079342	4.180565	3.978120	26.345249	0.993305
13	Tres-1_b_Light_30.000secs_R_00000012_out.fit	12.000000	0.000000	57301.550650	2457301.550650	2457301.550476	2457301.556293	NaN	1.183814	57.593702	-14.809517	30.000000	0.000000	0.000000	6.320606	1.400000	7.000000	13.000000	20.000000	0.562530	0.205073	1.810282	0.227990	0.002789	0.002051	0.013254	0.002169	201.727934	100.001574	136.585735	105.107988	208324.926972	663.543366	464.768725	515.099609	465.268725	509.400391	117189.106383	445.140556	263.263153	11358.000000	1469.269841	539.197568	4.348959	4.526533	4.171385	358.587297	0.993337	470.825801	590.987987	471.325801	433.512013	35451.685496	334.464315	105.995420	3847.000000	818.508197	527.920611	4.184073	4.520208	3.847937	1.799632	0.974413	487.025803	638.882803	487.525803	385.617197	134195.393189	457.961812	293.027475	14225.000000	1620.655738	520.693498	4.242483	4.473064	4.011902	359.750789	0.988253	732.918935	440.663463	733.418935	583.836537	38677.848287	344.520536	112.265727	4037.000000	833.658730	526.691680	4.293098	4.539070	4.047126	359.745547	0.986954
14	Tres-1_b_Light_30.000secs_R_00000013_out.fit	13.000000	0.000000	57301.551051	2457301.551051	2457301.550877	2457301.556694	NaN	1.185712	57.448952	-14.809517	30.000000	0.000000	0.000000	6.235211	1.400000	7.000000	13.000000	20.000000	0.572353	0.205992	1.787097	0.231510	0.002691	0.001959	0.012350	0.002046	212.690190	105.176327	144.709753	113.144015	214115.870332	650.792360	463.486144	514.577148	463.986144	509.922852	122549.860395	439.603024	278.773925	11680.000000	1506.388430	493.579666	4.373078	4.514187	4.231969	0.353234	0.995843	469.598992	590.505564	470.098992	433.994436	36572.562130	327.877361	111.543420	4051.000000	785.154472	487.816568	4.160867	4.339119	3.982615	2.941071	0.992608	485.752709	638.390844	486.252709	386.109156	137291.885125	454.185441	302.281563	14188.000000	1604.639344	479.296024	4.260764	4.461706	4.059821	357.365836	0.991067	731.640017	440.177427	732.140017	584.322573	40251.423077	331.274384	121.504786	4349.000000	806.295082	476.365385	4.395788	4.499877	4.291699	17.493712	0.996662
15	Tres-1_b_Light_30.000secs_R_00000014_out.fit	14.000000	0.000000	57301.551452	2457301.551452	2457301.551279	2457301.557095	NaN	1.187625	57.304115	-15.233191	30.000000	0.000000	0.000000	8.402140	1.400000	7.000000	13.000000	20.000000	0.559849	0.210763	1.863426	0.212353	0.004810	0.003992	0.025797	0.003978	116.396306	52.799764	72.233323	53.386386	130834.872661	748.903933	458.819240	514.651974	459.319240	509.848026	73247.735513	469.280032	156.085344	5376.000000	819.205357	492.206538	5.108550	6.046946	4.170154	357.683216	0.872868	464.851902	590.529170	465.351902	433.970830	22775.000000	410.654505	55.460246	2119.000000	582.333333	481.111111	4.994919	5.922015	4.067822	357.106998	0.869902	481.068844	638.428777	481.568844	386.071223	85143.145963	475.119250	179.203739	7063.000000	858.819005	473.555901	4.993169	5.975525	4.010812	357.833025	0.855673	727.016226	440.208027	727.516226	584.291973	22916.726698	408.021663	56.165466	2272.000000	588.345455	484.178515	5.073639	6.061628	4.085649	357.256973	0.857903
16	Tres-1_b_Light_30.000secs_R_00000015_out.fit	15.000000	0.000000	57301.551853	2457301.551853	2457301.551680	2457301.557496	NaN	1.189551	57.159398	-15.233191	30.000000	0.000000	0.000000	5.931742	1.400000	7.000000	13.000000	20.000000	0.563224	0.205193	1.835626	0.223089	0.002977	0.002158	0.014288	0.002263	189.167491	95.099653	128.474305	98.569697	170783.498012	580.663822	458.528354	514.315501	459.028354	510.184499	96189.381241	389.361356	247.043986	11525.000000	1318.798165	436.326778	4.260325	4.343545	4.177105	353.310486	0.998389	464.576399	590.178321	465.076399	434.321679	29077.190476	287.706357	101.065513	3847.000000	700.654206	428.904762	4.109445	4.160054	4.058837	19.562196	0.998992	480.775383	638.103796	481.275383	386.396204	110555.700000	408.597065	270.573896	14127.000000	1402.469027	424.100000	4.102032	4.209359	3.994705	359.578266	0.997265	726.647251	439.869164	727.147251	584.630836	31150.607535	295.709256	105.342010	3569.000000	712.441441	431.805338	4.260142	4.234876	4.285408	57.845405	0.999251
17	Tres-1_b_Light_30.000secs_R_00000016_out.fit	16.000000	0.000000	57301.552254	2457301.552254	2457301.552081	2457301.557897	NaN	1.191491	57.014641	-15.233191	30.000000	0.000000	0.000000	7.415518	1.400000	7.000000	13.000000	20.000000	0.561775	0.204049	1.838655	0.223706	0.003285	0.002508	0.016355	0.002590	171.037877	81.350091	112.419658	86.359925	173584.470529	661.124487	457.141910	514.228357	457.641910	510.271643	97515.443077	432.572057	225.431674	8119.000000	966.568966	406.135385	4.773323	5.405334	4.141313	359.792134	0.932268	463.171798	590.127696	463.671798	434.372304	29417.211747	342.717779	85.835091	2778.000000	575.302326	404.272025	4.657439	5.235437	4.079441	357.482750	0.939786	479.365552	638.053156	479.865552	386.446844	112434.228571	447.797957	251.082496	9383.000000	1057.567251	400.057143	4.617199	5.255973	3.978426	358.676616	0.926132	725.289262	439.764923	725.789262	584.735077	31733.030211	345.118966	91.948091	2762.000000	583.757225	400.329305	4.689196	5.290451	4.087940	356.052400	0.935123
18	Tres-1_b_Light_30.000secs_R_00000017_out.fit	17.000000	0.000000	57301.552656	2457301.552656	2457301.552482	2457301.558299	NaN	1.193445	56.869850	-14.809517	30.000000	0.000000	0.000000	5.975356	1.400000	7.000000	13.000000	20.000000	0.567885	0.205000	1.799743	0.230089	0.002505	0.001744	0.011322	0.001849	226.734649	117.524516	158.957379	124.457913	212600.456554	596.616577	453.874129	514.192497	454.374129	510.307503	120732.694656	410.789086	293.904339	14284.000000	1404.930435	355.080916	4.287416	4.368228	4.206604	343.836098	0.998011	459.936952	590.044146	460.436952	434.455854	36168.610942	288.534463	125.352828	4640.000000	675.592920	355.516717	4.125395	4.237897	4.012893	6.631171	0.996865	476.155342	637.960702	476.655342	386.539298	136664.763240	429.878345	317.914975	16518.000000	1543.252174	354.862928	4.139939	4.216074	4.063804	348.645507	0.998411	722.044203	439.768842	722.544203	584.731158	39767.082372	296.485771	134.128131	4873.000000	697.626087	351.825371	4.132194	4.250246	4.014142	340.614592	0.994638
19	Tres-1_b_Light_30.000secs_R_00000018_out.fit	18.000000	0.000000	57301.553057	2457301.553057	2457301.552883	2457301.558700	NaN	1.195412	56.725105	-14.809517	30.000000	0.000000	0.000000	6.018539	1.400000	7.000000	13.000000	20.000000	0.567798	0.204556	1.831146	0.224582	0.002402	0.001657	0.011021	0.001735	236.396215	123.461001	166.148129	129.474598	223461.414723	598.294168	455.189555	514.007031	455.689555	510.492969	126881.032558	415.543390	305.337627	13238.000000	1428.327586	334.525581	4.299752	4.427748	4.171756	339.702698	0.993863	461.223283	589.894034	461.723283	434.605966	37947.960118	288.042894	131.744129	4409.000000	664.539130	334.556869	4.027337	4.172868	3.881806	343.595573	0.992625	477.438758	637.805067	477.938758	386.694933	144531.739130	434.156634	332.902293	15788.000000	1624.732143	334.270186	4.165330	4.310932	4.019729	345.028694	0.993507	723.344134	439.557778	723.844134	584.942222	40981.715474	294.100697	139.345863	4694.000000	694.991228	335.502496	4.162852	4.284278	4.041426	336.048577	0.992440
20	Tres-1_b_Light_30.000secs_R_00000019_out.fit	19.000000	0.000000	57301.553458	2457301.553458	2457301.553285	2457301.559101	NaN	1.197395	56.580298	-14.809517	30.000000	0.000000	0.000000	6.547872	1.400000	7.000000	13.000000	20.000000	0.570720	0.207196	1.801625	0.227448	0.002458	0.001725	0.011136	0.001807	232.222940	120.123299	161.782327	125.846642	224947.579266	618.611615	453.887949	513.870861	454.387949	510.629139	128382.157973	425.423213	301.775160	11173.000000	1275.281481	324.302534	4.542392	4.781555	4.303229	7.067047	0.988273	459.971445	589.737837	460.471445	434.762163	38608.709199	301.283988	128.147232	3611.000000	612.761194	324.636499	4.350968	4.612921	4.089016	5.412137	0.985079	476.138311	637.658801	476.638311	386.841199	144655.755418	443.951086	325.837147	13729.000000	1403.529851	324.009288	4.408867	4.681964	4.135769	7.942336	0.983536	722.033135	439.447506	722.533135	585.052494	41683.114650	307.921615	135.369239	4111.000000	637.768657	326.700637	4.385656	4.631766	4.139546	6.142313	0.986889
21	Tres-1_b_Light_30.000secs_R_00000020_out.fit	20.000000	0.000000	57301.553859	2457301.553859	2457301.553686	2457301.559502	NaN	1.199391	56.435512	-14.809517	30.000000	0.000000	0.000000	7.034643	1.400000	7.000000	13.000000	20.000000	0.572701	0.204611	1.810203	0.228486	0.002536	0.001796	0.011695	0.001901	225.869265	113.918630	154.789161	120.206740	224182.742982	638.328215	452.253421	513.522059	452.753421	510.977941	128389.744361	435.275291	294.962170	10817.000000	1147.787097	319.466165	4.559733	5.112818	4.006649	1.939365	0.942579	458.349489	589.453036	458.849489	435.046964	38078.821488	314.340712	121.138688	3653.000000	569.756579	319.238017	4.431862	4.971898	3.891826	4.444577	0.940922	474.540179	637.361930	475.040179	387.138070	144408.184569	451.832522	319.605556	13141.000000	1269.539474	319.485628	4.447819	5.015635	3.880002	2.881796	0.936241	720.415468	439.121544	720.915468	585.378456	41695.736926	323.264904	128.983185	3712.000000	589.987179	322.706815	4.496235	4.998630	3.993840	1.115416	0.951210
22	Tres-1_b_Light_30.000secs_R_00000021_out.fit	21.000000	0.000000	57301.554261	2457301.554261	2457301.554087	2457301.559904	NaN	1.201402	56.290722	-15.233191	30.000000	0.000000	0.000000	6.914274	1.400000	7.000000	13.000000	20.000000	0.569782	0.207590	1.822338	0.223109	0.002563	0.001835	0.011954	0.001900	222.314318	113.152533	152.447363	117.434606	218813.864040	631.599876	447.901141	513.856476	448.401141	510.643524	124676.226324	430.115113	289.867114	10907.000000	1147.139073	321.468700	4.575925	4.976176	4.175673	10.923388	0.965015	453.950396	589.784797	454.450396	434.715203	37615.090630	312.282132	120.452267	3773.000000	566.894737	319.427035	4.582748	4.967798	4.197698	14.669792	0.963359	470.161123	637.675584	470.661123	386.824416	141284.562883	448.020796	315.352689	14084.000000	1255.185430	319.526074	4.512821	4.952041	4.073601	9.775355	0.958129	716.071975	439.473308	716.571975	585.026692	39914.210526	317.294248	125.795569	4058.000000	588.543046	324.210526	4.457587	4.859053	4.056121	13.171389	0.960247
23	Tres-1_b_Light_30.000secs_R_00000022_out.fit	22.000000	0.000000	57301.554662	2457301.554662	2457301.554488	2457301.560305	NaN	1.203426	56.146007	-15.233191	30.000000	0.000000	0.000000	6.237893	1.400000	7.000000	13.000000	20.000000	0.567120	0.204492	1.803432	0.229909	0.002449	0.001696	0.011103	0.001813	231.594975	120.560263	162.426768	126.778171	218411.262416	599.892717	448.367267	513.510045	448.867267	510.989955	123865.480892	412.682021	300.147510	13823.000000	1322.682927	315.646497	4.345681	4.611685	4.079677	351.888826	0.983865	454.436759	589.443367	454.936759	435.056633	37080.595847	288.134872	128.691802	4515.000000	624.545455	318.094249	4.031083	4.303430	3.758737	356.321050	0.981606	470.618699	637.334624	471.118699	387.165376	140502.732143	432.936558	324.534230	17784.000000	1440.504000	316.482143	4.198002	4.478141	3.917864	356.978831	0.982147	716.535589	439.073598	717.035589	585.426402	40827.934426	299.024254	136.537200	4626.000000	643.547619	319.516393	4.202006	4.429294	3.974718	342.923054	0.983010
24	Tres-1_b_Light_30.000secs_R_00000023_out.fit	23.000000	0.000000	57301.555063	2457301.555063	2457301.554889	2457301.560706	NaN	1.205467	56.001167	-15.233191	30.000000	0.000000	0.000000	8.581328	1.400000	7.000000	13.000000	20.000000	0.573252	0.203134	1.825332	0.227149	0.002832	0.002104	0.013746	0.002225	202.407201	96.536699	132.785278	102.085594	222744.270927	723.335423	445.246681	513.146238	445.746681	511.353762	127688.567976	475.430549	268.574597	9043.000000	868.290043	315.525680	5.049924	6.223608	3.876239	358.406942	0.804907	451.263895	589.084484	451.763895	435.415516	37607.596302	368.478043	102.061974	2706.000000	478.565217	315.053929	4.795804	6.094869	3.496739	359.521366	0.745189	467.539523	636.950938	468.039523	387.549062	143906.009600	493.869171	291.384881	9564.000000	934.551724	314.267200	4.917094	6.086861	3.747327	358.909920	0.796927	713.412615	438.671061	713.912615	585.828939	41230.665025	378.855260	108.829596	3078.000000	494.433476	317.477833	4.973427	6.112740	3.834114	357.710165	0.809284
