 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	X(IJ)	Y(IJ)	X(FITS)	Y(FITS)	Source-Sky	Source_Error	Source_SNR	Peak	Mean	Sky/Pixel	Width	X-Width	Y-Width	Angle	Roundness
70	pulsar-170.fit	70.000000	0.000000	56941.433429	2456941.433429	NaN	NaN	NaN	NaN	NaN	-24.562500	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.973545	318.306878	99.473545	194.193122	1497.897682	2418.976093	0.619228	2024.000000	1999.886661	1999.233698	29.367499	22.002443	36.732556	57.452586	-0.255713
71	pulsar-171.fit	71.000000	0.000000	56941.433440	2456941.433440	NaN	NaN	NaN	NaN	NaN	-24.562500	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.973545	318.306878	99.473545	194.193122	1548.366071	2420.047528	0.639808	2024.000000	1999.631648	1998.956684	31.835473	29.946123	33.724823	304.824337	0.884333
72	pulsar-172.fit	72.000000	0.000000	56941.433452	2456941.433452	NaN	NaN	NaN	NaN	NaN	-24.562500	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.973545	318.306878	99.473545	194.193122	1009.346667	2418.747891	0.417301	2024.000000	1999.359634	1998.919640	34.145746	33.436787	34.854705	313.632308	0.243527
73	pulsar-173.fit	73.000000	0.000000	56941.433464	2456941.433464	NaN	NaN	NaN	NaN	NaN	-24.562500	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.973545	318.306878	99.473545	194.193122	1143.811497	2418.065331	0.473028	2024.000000	1999.537053	1999.038443	37.477053	29.422264	45.531843	85.770410	0.827450
74	pulsar-174.fit	74.000000	0.000000	56941.433487	2456941.433487	NaN	NaN	NaN	NaN	NaN	-24.562500	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.973545	318.306878	99.473545	194.193122	2237.145472	2422.891983	0.923337	2023.000000	1999.429817	1998.454601	36.128451	36.214115	36.042788	317.699469	0.997460
75	pulsar-175.fit	75.000000	0.000000	56941.433498	2456941.433498	NaN	NaN	NaN	NaN	NaN	-24.562500	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.973545	318.306878	99.473545	194.193122	1641.609326	2420.366352	0.678248	2024.000000	1999.643854	1998.928244	27.280952	13.517812	41.044091	87.105946	0.346474
76	pulsar-176.fit	76.000000	0.000000	56941.433510	2456941.433510	NaN	NaN	NaN	NaN	NaN	-24.562500	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.973545	318.306878	99.473545	194.193122	4477349.164285	3217.441696	1391.586729	10096.000000	3959.418047	2007.652936	24.296429	22.874785	25.718072	76.790391	0.983041
77	pulsar-177.fit	77.000000	0.000000	56941.433521	2456941.433521	NaN	NaN	NaN	NaN	NaN	-24.562500	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.973545	318.306878	99.473545	194.193122	2382.249479	2424.116103	0.982729	2024.000000	1999.696600	1998.658130	36.414539	31.811155	41.017923	68.028681	0.880550
78	pulsar-179.fit	79.000000	0.000000	56941.433545	2456941.433545	NaN	NaN	NaN	NaN	NaN	-24.562500	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.897354	317.830688	99.397354	194.669312	1539.962420	2417.454281	0.637018	2025.000000	1999.598168	1998.926282	31.733340	23.186055	40.280625	276.666062	0.733571
79	pulsar-180.fit	80.000000	0.000000	56941.433556	2456941.433556	NaN	NaN	NaN	NaN	NaN	-24.562500	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.897354	317.830688	99.397354	194.669312	888.685051	2419.297047	0.367332	2024.000000	1999.403578	1999.015844	25.935382	23.575798	28.294966	283.259048	-37.350298
80	pulsar-181.fit	81.000000	0.000000	56941.433579	2456941.433579	NaN	NaN	NaN	NaN	NaN	-24.562500	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.897354	317.830688	99.397354	194.669312	4435234.392150	3209.625520	1381.854165	9925.000000	3942.306719	2007.213180	24.259182	22.869971	25.648393	76.945570	0.983838
81	pulsar-182.fit	82.000000	0.000000	56941.433591	2456941.433591	NaN	NaN	NaN	NaN	NaN	-24.562500	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.897354	317.830688	99.397354	194.669312	2147.903482	2421.894537	0.886869	2029.000000	1999.419721	1998.482590	36.662588	32.941033	40.384143	74.234744	0.944421
82	pulsar-183.fit	83.000000	0.000000	56941.433602	2456941.433602	NaN	NaN	NaN	NaN	NaN	-24.562500	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.897354	317.830688	99.397354	194.669312	3792760.964709	3106.765024	1220.807153	8902.000000	3660.970332	2006.188061	24.246169	22.865456	25.626882	76.890260	0.983987
83	pulsar-184.fit	84.000000	0.000000	56941.433614	2456941.433614	NaN	NaN	NaN	NaN	NaN	-24.625000	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.897354	317.830688	99.397354	194.669312	1653.776847	2420.008947	0.683376	2025.000000	1999.231675	1998.510132	33.622225	30.739851	36.504599	288.562643	0.954429
84	pulsar-185.fit	85.000000	0.000000	56941.433626	2456941.433626	NaN	NaN	NaN	NaN	NaN	-24.625000	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.897354	317.830688	99.397354	194.669312	2053.962285	2421.633709	0.848172	2034.000000	1999.407068	1998.510924	34.139725	31.262650	37.016799	65.108328	0.932817
85	pulsar-186.fit	86.000000	0.000000	56941.433637	2456941.433637	NaN	NaN	NaN	NaN	NaN	-24.625000	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.897354	317.830688	99.397354	194.669312	1789.717090	2416.632676	0.740583	2026.000000	1999.656632	1998.875778	35.095042	31.575386	38.614697	270.269548	0.960562
86	pulsar-187.fit	87.000000	0.000000	56941.433660	2456941.433660	NaN	NaN	NaN	NaN	NaN	-24.625000	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.897354	317.830688	99.397354	194.669312	1760.240863	2416.963615	0.728286	2026.000000	1999.634380	1998.866387	36.766679	35.907010	37.626348	50.859097	0.947043
87	pulsar-188.fit	88.000000	0.000000	56941.433672	2456941.433672	NaN	NaN	NaN	NaN	NaN	-24.625000	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.897354	317.830688	99.397354	194.669312	4310792.651956	3189.502129	1351.556599	9744.000000	3888.085079	2007.285492	24.253558	22.877019	25.630097	76.759109	0.984020
88	pulsar-189.fit	89.000000	0.000000	56941.433683	2456941.433683	NaN	NaN	NaN	NaN	NaN	-24.625000	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.897354	317.830688	99.397354	194.669312	2277.221952	2420.323304	0.940875	2026.000000	1999.546248	1998.552695	33.156931	28.660779	37.653083	272.253327	0.928640
89	pulsar-190.fit	90.000000	0.000000	56941.433695	2456941.433695	NaN	NaN	NaN	NaN	NaN	-24.625000	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.897354	317.830688	99.397354	194.669312	1810.892862	2422.438430	0.747550	2027.000000	1999.321990	1998.531897	35.268500	31.935538	38.601462	88.242090	0.964774
90	pulsar-191.fit	91.000000	0.000000	56941.433707	2456941.433707	NaN	NaN	NaN	NaN	NaN	-24.625000	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.897354	317.830688	99.397354	194.669312	879.087270	2417.564280	0.363625	2024.000000	1999.199389	1998.815843	31.932136	26.055195	37.809076	281.737386	0.849335
91	pulsar-192.fit	92.000000	0.000000	56941.433718	2456941.433718	NaN	NaN	NaN	NaN	NaN	-24.625000	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.897354	317.830688	99.397354	194.669312	1454.675282	2420.001375	0.601105	2023.000000	1999.200262	1998.565587	33.612803	32.624872	34.600735	57.348964	0.980242
92	pulsar-193.fit	93.000000	0.000000	56941.433741	2456941.433741	NaN	NaN	NaN	NaN	NaN	-24.625000	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.897354	317.830688	99.397354	194.669312	1399.046990	2422.265292	0.577578	2024.000000	1999.264834	1998.654430	26.512471	11.097154	41.927789	275.708783	0.213916
93	pulsar-194.fit	94.000000	0.000000	56941.433753	2456941.433753	NaN	NaN	NaN	NaN	NaN	-24.625000	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.897354	317.830688	99.397354	194.669312	1805.518446	2421.790280	0.745530	2023.000000	1999.268325	1998.480577	35.960292	29.861388	42.059195	64.362423	0.722209
94	pulsar-195.fit	95.000000	0.000000	56941.433764	2456941.433764	NaN	NaN	NaN	NaN	NaN	-24.625000	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.897354	317.830688	99.397354	194.669312	4766310.258310	3262.521515	1460.928376	10515.000000	4087.575480	2008.033482	24.247175	22.870682	25.623667	76.908956	0.984095
95	pulsar-196.fit	96.000000	0.000000	56941.433776	2456941.433776	NaN	NaN	NaN	NaN	NaN	-24.625000	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.897354	317.830688	99.397354	194.669312	1751.764303	2421.953250	0.723286	2027.000000	1999.211606	1998.447311	35.218892	33.583821	36.853962	61.365912	0.970638
96	pulsar-197.fit	97.000000	0.000000	56941.433788	2456941.433788	NaN	NaN	NaN	NaN	NaN	-24.625000	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.897354	317.830688	99.397354	194.669312	1548.360750	2417.812093	0.640397	2027.000000	1999.516579	1998.841029	36.870688	35.431274	38.310101	288.437019	0.990502
97	pulsar-198.fit	98.000000	0.000000	56941.433799	2456941.433799	NaN	NaN	NaN	NaN	NaN	-24.625000	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.897354	317.830688	99.397354	194.669312	1032.180924	2430.312794	0.424711	2023.000000	1998.948953	1998.498612	38.808434	25.813483	51.803386	273.753317	-1.805596
98	pulsar-199.fit	99.000000	0.000000	56941.433822	2456941.433822	NaN	NaN	NaN	NaN	NaN	-24.625000	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.897354	317.830688	99.397354	194.669312	1181.346492	2417.908434	0.488582	2030.000000	1999.277487	1998.762065	23.088065	18.089136	28.086994	66.313209	0.626928
99	pulsar-200.fit	100.000000	0.000000	56941.433834	2456941.433834	NaN	NaN	NaN	NaN	NaN	-24.625000	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.897354	317.830688	99.397354	194.669312	1661.906398	2420.167992	0.686691	2021.000000	1999.284031	1998.558941	32.608168	26.767578	38.448758	83.923211	0.873939
100	pulsar-200.fit	100.000000	0.000000	56941.433834	2456941.433834	NaN	NaN	NaN	NaN	NaN	-24.625000	0.500000	NaN	NaN	27.000000	48.000000	72.000000	98.897354	317.830688	99.397354	194.669312	1661.906398	2420.167992	0.686691	2021.000000	1999.284031	1998.558941	32.608168	26.767578	38.448758	83.923211	0.873939
