 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	Source_Radius	FWHM_Mult	Source_Rad(base)	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	Source-Sky_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4
1	tres-3_Light_20.000secs_R_00000001_out.fit	1.000000	0.000000	57280.568658	2457280.568658	2457280.568542	2457280.574406	NaN	1.052587	71.785949	-14.809517	20.000000	0.000000	0.000000	6.144827	1.400000	6.000000	11.000000	17.000000	0.875112	0.551030	0.886090	0.212019	0.009720	0.010019	0.015334	0.006003	90.033595	54.997821	57.786961	35.318886	51292.734218	448.754730	515.708103	499.718260	516.208103	524.781740	44886.874214	307.144042	146.142748	4405.000000	709.697479	332.496855	4.299047	4.309709	4.288385	337.616059	0.999951	390.104218	610.578187	390.604218	413.921813	18222.628151	264.277139	68.952722	2152.000000	490.661157	340.060924	4.230906	4.248380	4.213431	38.408787	0.998688	786.509296	409.279090	787.009296	615.220910	24097.456067	270.997085	88.921459	2480.000000	529.400000	328.587866	4.302296	4.346819	4.257772	24.379142	0.999014	536.078491	383.580472	536.578491	640.919528	8972.650000	241.037303	37.225151	1178.000000	392.504132	318.350000	4.510998	4.651740	4.370255	18.121840	0.994025
2	tres-3_Light_20.000secs_R_00000002_out.fit	2.000000	0.000000	57280.568944	2457280.568944	2457280.568828	2457280.574692	NaN	1.053211	71.682696	-15.233191	20.000000	0.000000	0.000000	5.946568	1.400000	6.000000	11.000000	17.000000	0.879048	0.540269	0.906266	0.210394	0.009890	0.009983	0.015898	0.005954	88.885338	54.118208	57.004766	35.336205	50475.945890	446.550746	516.016380	502.338542	516.516380	522.161458	44370.767296	308.390206	143.878652	4753.000000	762.928571	366.761006	4.104437	3.975699	4.233174	283.796693	0.995000	390.412002	613.195751	390.912002	411.304249	17705.086393	262.587514	67.425469	2258.000000	537.318182	376.362851	4.129127	3.970552	4.287703	275.495181	0.993896	786.909461	411.871071	787.409461	612.628929	23996.987069	274.197532	87.517152	2454.000000	570.868421	360.368534	4.147211	4.036832	4.257591	279.469906	0.996837	536.472335	386.299888	536.972335	638.200112	8773.872428	235.098021	37.320061	1273.000000	428.844037	348.349794	3.960996	3.710265	4.211728	83.945351	0.983368
3	tres-3_Light_20.000secs_R_00000003_out.fit	3.000000	0.000000	57280.569230	2457280.569230	2457280.569114	2457280.574978	NaN	1.053839	71.579498	-15.233191	20.000000	0.000000	0.000000	6.759373	1.400000	6.000000	11.000000	17.000000	0.865730	0.543403	0.905173	0.208906	0.010765	0.011166	0.017648	0.006825	80.418009	48.665864	51.289094	30.610638	51374.807928	506.240623	514.601823	502.383415	515.101823	522.116585	44476.688889	337.352474	131.840411	3428.000000	684.260563	371.044444	4.534392	4.744443	4.324340	10.424184	0.990213	389.141743	613.225297	389.641743	411.274703	18088.101871	297.733836	60.752591	1614.000000	502.618056	377.006237	4.528532	4.786042	4.271022	14.510338	0.983194	785.350451	411.949572	785.850451	612.550428	24408.847082	302.284457	80.747940	1891.000000	534.272727	363.581489	4.665333	4.935607	4.395059	3.446676	0.986470	535.017346	386.192639	535.517346	638.307361	8877.858974	276.148943	32.148807	946.000000	412.493151	351.685897	4.684680	4.846402	4.522958	12.392923	0.994230
4	tres-3_Light_20.000secs_R_00000004_out.fit	4.000000	0.000000	57280.569512	2457280.569512	2457280.569396	2457280.575260	NaN	1.054463	71.477745	-15.233191	20.000000	0.000000	0.000000	6.046638	1.400000	6.000000	11.000000	17.000000	0.888594	0.535600	0.888411	0.220639	0.010190	0.010152	0.015893	0.006276	87.200953	52.760058	55.898242	35.155969	50295.392002	454.855958	514.013861	501.771848	514.513861	522.728152	44692.193622	315.139509	141.817171	4600.000000	757.646552	372.369021	4.209773	4.043225	4.376322	86.584320	0.993669	388.438876	612.698456	388.938876	411.801544	17542.456897	267.952515	65.468529	2129.000000	535.859649	381.978448	4.181298	4.006950	4.355646	282.973328	0.991429	784.783303	411.368289	785.283303	613.131711	23661.682474	274.568593	86.177673	2550.000000	574.859649	367.301031	4.234358	4.282187	4.186529	8.742976	0.999439	534.378383	385.618102	534.878383	638.881898	9091.252632	244.351140	37.205689	1233.000000	433.321739	354.267368	4.332714	4.307819	4.357610	79.505040	0.999849
5	tres-3_Light_20.000secs_R_00000005_out.fit	5.000000	0.000000	57280.569798	2457280.569798	2457280.569682	2457280.575546	NaN	1.055099	71.374547	-15.233191	20.000000	0.000000	0.000000	6.091587	1.400000	6.000000	11.000000	17.000000	0.889829	0.548041	0.896170	0.209711	0.010225	0.010369	0.016109	0.006196	87.028633	52.853250	55.630005	33.845854	50424.064849	457.964831	512.069986	501.934449	512.569986	522.565551	44868.785408	315.818084	142.071616	4302.000000	751.220339	370.976395	4.250289	4.172537	4.328041	77.203252	0.998355	386.507745	612.829872	387.007745	411.670128	17851.236842	270.207646	66.064884	2193.000000	532.896552	379.006579	4.200860	4.167248	4.234472	78.031697	0.999694	782.820806	411.546653	783.320806	612.953347	23831.484787	276.760224	86.108778	2586.000000	568.085470	364.397566	4.227871	4.275060	4.180683	34.328407	0.996239	532.481977	385.959666	532.981977	638.540334	8741.343220	245.200720	35.649745	1255.000000	426.555556	351.843220	4.354503	4.047669	4.661338	273.299031	0.980072
6	tres-3_Light_20.000secs_R_00000006_out.fit	6.000000	0.000000	57280.570084	2457280.570084	2457280.569968	2457280.575832	NaN	1.055740	71.271344	-15.233191	20.000000	0.000000	0.000000	5.957048	1.400000	6.000000	11.000000	17.000000	0.898142	0.550897	0.905978	0.204026	0.010178	0.010274	0.016090	0.006037	88.244723	53.619890	56.308106	33.797932	49894.581532	447.256423	508.738194	501.831535	509.238194	522.668465	44812.398230	310.673730	144.242638	4586.000000	770.008929	369.898230	4.217367	4.177337	4.257396	280.799365	0.999583	383.178709	612.709560	383.678709	411.790440	17723.154472	263.996985	67.133928	2018.000000	536.142857	377.900407	4.248735	4.264196	4.233273	31.412144	0.999746	779.501392	411.399094	780.001392	613.100906	23716.640449	271.543584	87.340088	2608.000000	580.118182	364.512360	4.344833	4.352854	4.336812	316.551318	0.995346	529.120377	385.683963	529.620377	638.816037	8454.786611	237.924319	35.535613	1184.000000	428.144144	351.974895	3.968789	3.744923	4.192655	284.553607	0.983434
7	tres-3_Light_20.000secs_R_00000007_out.fit	7.000000	0.000000	57280.570370	2457280.570370	2457280.570254	2457280.576118	NaN	1.056385	71.168130	-14.809517	20.000000	0.000000	0.000000	6.108336	1.400000	6.000000	11.000000	17.000000	0.888011	0.537837	0.920249	0.206316	0.010207	0.010210	0.016582	0.006171	86.999950	52.678840	55.497707	33.430390	50519.717664	458.989388	510.258177	501.485426	510.758177	523.014574	44862.066815	315.869698	142.027130	4619.000000	748.610169	368.423163	4.335801	4.295058	4.376545	65.617155	0.999187	384.696923	612.282714	385.196923	412.217286	17668.571754	269.325207	65.603112	2046.000000	531.626087	377.986333	4.287948	4.297280	4.278616	41.977461	0.998292	781.083273	411.004685	781.583273	613.495315	24210.781893	278.802334	86.838519	2266.000000	570.042373	364.866255	4.443228	4.438543	4.447913	284.677865	0.999994	530.827798	385.424669	531.327798	639.075331	8640.364017	245.773167	35.155848	1207.000000	424.966102	351.742678	4.286299	4.421508	4.151091	29.110227	0.985678
8	tres-3_Light_20.000secs_R_00000008_out.fit	8.000000	0.000000	57280.570656	2457280.570656	2457280.570540	2457280.576404	NaN	1.057034	71.064886	-15.233191	20.000000	0.000000	0.000000	6.112563	1.400000	6.000000	11.000000	17.000000	0.875750	0.545945	0.911304	0.204901	0.010026	0.010277	0.016279	0.006102	87.345236	53.120804	55.980761	33.581193	50771.400545	457.780982	510.790881	501.187714	511.290881	523.312286	44463.046809	313.702490	141.736353	4598.000000	749.119658	369.093617	4.309071	4.148767	4.469376	279.240754	0.993863	385.242399	612.085600	385.742399	412.414400	17929.742981	270.768157	66.218063	2054.000000	531.051282	377.805616	4.219108	4.076920	4.361296	278.316003	0.995063	781.628869	410.727026	782.128869	613.772974	24207.647423	276.460234	87.562855	2407.000000	571.905172	363.218557	4.355239	4.331778	4.378699	308.631144	0.997613	531.255788	385.114940	531.755788	639.385060	8634.010142	244.576720	35.301848	1185.000000	423.076271	349.906694	4.244005	4.232915	4.255096	313.813785	0.984059
9	tres-3_Light_20.000secs_R_00000009_out.fit	9.000000	0.000000	57280.570942	2457280.570942	2457280.570826	2457280.576690	NaN	1.057687	70.961721	-14.809517	20.000000	0.000000	0.000000	7.097491	1.400000	6.000000	11.000000	17.000000	0.879808	0.537750	0.911960	0.209664	0.011419	0.011751	0.018772	0.007123	77.045961	45.760574	48.579827	29.435314	51085.836301	531.136008	506.874401	501.294130	507.374401	523.205870	44945.718427	349.205746	128.708416	3425.000000	651.594937	367.128364	4.606041	4.947096	4.264985	1.077022	0.978277	381.377290	612.191790	381.877290	412.308210	17864.679724	315.665718	56.593665	1518.000000	488.704403	376.347926	4.650607	5.064970	4.236244	4.842397	0.967834	777.724906	410.811793	778.224906	613.688207	24366.746939	317.466874	76.753668	1927.000000	516.037736	362.787755	4.644205	5.196236	4.092174	358.338761	0.944864	527.341102	385.253988	527.841102	639.246012	8854.409639	285.789079	30.982323	917.000000	405.841772	349.801205	4.725784	5.070243	4.381326	359.214006	0.978957
10	tres-3_Light_20.000secs_R_00000010_out.fit	10.000000	0.000000	57280.571224	2457280.571224	2457280.571108	2457280.576972	NaN	1.058336	70.859926	-15.233191	20.000000	0.000000	0.000000	6.009786	1.400000	6.000000	11.000000	17.000000	0.856579	0.551955	0.891577	0.209202	0.009559	0.009979	0.015360	0.005882	89.611497	55.308886	58.043766	35.565032	51494.074094	448.027226	503.690571	501.490876	504.190571	523.009124	44108.723849	308.224549	143.105811	5117.000000	754.530973	364.188285	4.109916	4.018083	4.201749	70.618926	0.996719	378.154604	612.396776	378.654604	412.103224	18313.931959	264.069630	69.352663	2266.000000	536.401786	372.884536	4.229599	4.084555	4.374642	71.228669	0.992535	774.441366	411.107435	774.941366	613.392565	24271.241309	273.061329	88.885678	2691.000000	576.221239	361.431493	4.187738	4.122512	4.252965	61.963979	0.996887	524.039640	385.452300	524.539640	639.047700	8908.900826	237.556597	37.502225	1213.000000	428.450450	348.190083	4.278389	4.215318	4.341461	64.501429	0.997806
11	tres-3_Light_20.000secs_R_00000011_out.fit	11.000000	0.000000	57280.571510	2457280.571510	2457280.571394	2457280.577258	NaN	1.058997	70.756728	-14.809517	20.000000	0.000000	0.000000	5.879149	1.400000	6.000000	11.000000	17.000000	0.878398	0.539703	0.895770	0.215017	0.009745	0.009775	0.015394	0.005939	90.136149	55.212796	58.190116	36.206020	50734.467230	440.214721	505.080336	500.775410	505.580336	523.724590	44565.032468	308.100754	144.644347	4984.000000	767.216216	365.729437	4.125316	4.006087	4.244544	274.726454	0.996572	379.568649	611.747285	380.068649	412.752715	17783.648649	258.332959	68.840030	2311.000000	540.364486	374.162162	4.178482	4.183504	4.173459	324.307570	0.999943	775.838092	410.360360	776.338092	614.139640	23972.531915	268.277763	89.357134	2781.000000	583.287037	361.319149	4.182655	4.289411	4.075898	341.490414	0.995918	525.606473	384.720949	526.106473	639.779051	8978.286667	234.691552	38.255687	1269.000000	431.915888	348.006667	4.274809	4.245952	4.303666	310.996296	0.990608
12	tres-3_Light_20.000secs_R_00000012_out.fit	12.000000	0.000000	57280.571796	2457280.571796	2457280.571680	2457280.577544	NaN	1.059663	70.653518	-14.809517	20.000000	0.000000	0.000000	6.004617	1.400000	6.000000	11.000000	17.000000	0.861727	0.564572	0.888982	0.202701	0.009680	0.010283	0.015486	0.005929	89.020137	54.905471	57.407160	34.190795	51487.056024	453.298723	505.539872	501.132094	506.039872	523.367906	44367.786177	309.548785	143.330513	4845.000000	758.557522	365.922246	4.163908	4.125103	4.202713	73.148791	0.999498	380.021345	612.078577	380.521345	412.421423	18578.974576	268.208538	69.270631	2012.000000	534.547826	372.991525	4.316561	4.300673	4.332449	289.896871	0.999908	776.270368	410.720889	776.770368	613.779111	24230.552402	274.181197	88.374231	2764.000000	575.964602	361.534934	4.314610	4.303863	4.325357	50.891908	0.999405	525.960095	385.149557	526.460095	639.350443	8677.529046	241.595910	35.917533	1144.000000	424.234783	348.778008	4.262779	4.426412	4.099146	348.118989	0.992984
13	tres-3_Light_20.000secs_R_00000013_out.fit	13.000000	0.000000	57280.572082	2457280.572082	2457280.571966	2457280.577831	NaN	1.060334	70.550274	-14.809517	20.000000	0.000000	0.000000	6.149728	1.400000	6.000000	11.000000	17.000000	0.866404	0.545353	0.912084	0.204951	0.009949	0.010269	0.016341	0.006083	87.082633	53.105597	55.814205	33.693047	51011.747502	460.987175	503.170963	501.011211	503.670963	523.488789	44196.762208	313.148913	141.136566	4171.000000	739.500000	364.951168	4.273137	4.334622	4.211652	1.747590	0.999169	377.624374	611.906577	378.124374	412.593423	18001.987448	271.286961	66.357732	2022.000000	525.252101	373.974895	4.246525	4.217628	4.275422	306.762635	0.997697	773.875394	410.579835	774.375394	613.920165	24333.138655	281.080518	86.569994	2613.000000	561.280992	360.180672	4.441483	4.551282	4.331684	11.470305	0.997121	523.699600	385.099890	524.199600	639.400110	8676.621399	244.757642	35.449849	1147.000000	422.779661	349.248971	4.239665	4.467120	4.012210	14.052691	0.985288
14	tres-3_Light_20.000secs_R_00000014_out.fit	14.000000	0.000000	57280.572368	2457280.572368	2457280.572252	2457280.578117	NaN	1.061008	70.447059	-15.233191	20.000000	0.000000	0.000000	5.899463	1.400000	6.000000	11.000000	17.000000	0.884330	0.556060	0.875843	0.213213	0.009944	0.010155	0.015259	0.005981	88.931888	54.758478	57.396630	35.648835	50104.907036	441.153453	501.968585	500.792966	502.468585	523.707034	44309.272331	309.909182	142.975023	4236.000000	759.415929	367.298475	4.272868	4.252217	4.293520	83.038934	0.999901	376.401357	611.715719	376.901357	412.784281	17905.057495	260.121432	68.833457	2093.000000	537.192661	372.926078	4.270253	4.184342	4.356164	280.751275	0.998131	772.801749	410.239153	773.301749	614.260847	23394.297240	268.892196	87.002515	2508.000000	573.036364	360.360934	4.165079	4.253658	4.076500	17.011482	0.997369	522.446924	384.644795	522.946924	639.855205	8805.552301	233.773815	37.666974	1224.000000	432.299065	350.004184	4.105028	4.080630	4.129426	309.460769	0.996173
15	tres-3_Light_20.000secs_R_00000015_out.fit	15.000000	0.000000	57280.572650	2457280.572650	2457280.572534	2457280.578399	NaN	1.061678	70.345277	-14.809517	20.000000	0.000000	0.000000	6.899347	1.400000	6.000000	11.000000	17.000000	0.885154	0.542345	0.904885	0.209671	0.011107	0.011431	0.018045	0.006945	79.691824	47.445296	50.146017	30.190896	50972.609728	513.709621	498.544483	500.479853	499.044483	524.020147	45118.590062	337.309946	133.760035	3699.000000	675.262069	364.099379	4.581886	4.886541	4.277231	346.672335	0.978054	373.037698	611.405662	373.537698	413.094338	17923.846154	303.677769	59.022582	1656.000000	491.618421	373.698381	4.460356	4.806219	4.114494	354.016880	0.975168	769.399612	410.132452	769.899612	614.367548	24213.720978	306.979902	78.877219	1888.000000	522.966443	360.458248	4.698006	5.069033	4.326978	345.079284	0.967251	519.116591	384.315264	519.616591	640.184736	8835.042596	278.281741	31.748553	973.000000	406.238411	347.728195	4.682740	4.950627	4.414854	346.651387	0.983706
16	tres-3_Light_20.000secs_R_00000016_out.fit	16.000000	0.000000	57280.572936	2457280.572936	2457280.572820	2457280.578685	NaN	1.062361	70.242075	-14.809517	20.000000	0.000000	0.000000	6.118447	1.400000	6.000000	11.000000	17.000000	0.868780	0.547604	0.901659	0.207754	0.009893	0.010188	0.015983	0.006094	87.821955	53.747547	56.412016	34.092768	50993.285837	456.395557	496.612911	500.659017	497.112911	523.840983	44301.927195	311.854949	142.059401	4836.000000	747.482759	365.569593	4.189020	4.005541	4.372498	270.477465	0.992354	371.120333	611.462899	371.620333	413.037101	18043.462322	267.870566	67.358884	2083.000000	524.863248	370.645621	4.293623	4.187855	4.399391	276.347239	0.997453	767.346743	410.146057	767.846743	614.353943	24178.127049	277.046023	87.271157	2437.000000	563.618644	358.719262	4.352417	4.283943	4.420891	270.203666	0.999010	517.129744	384.608226	517.629744	639.891774	8771.696466	244.515369	35.873804	1155.000000	421.423729	347.087318	4.223845	4.159191	4.288498	80.015349	0.998940
17	tres-3_Light_20.000secs_R_00000017_out.fit	17.000000	0.000000	57280.573222	2457280.573222	2457280.573106	2457280.578971	NaN	1.063048	70.138865	-15.233191	20.000000	0.000000	0.000000	6.200600	1.400000	6.000000	11.000000	17.000000	0.874149	0.556181	0.878889	0.211869	0.010090	0.010509	0.015825	0.006216	86.633568	52.926695	55.537318	34.085163	50778.740321	462.329946	498.214009	500.467918	498.714009	524.032082	44388.195565	314.939106	140.942153	4276.000000	730.826446	363.981855	4.300272	4.222673	4.377871	270.860639	0.998697	372.639920	611.341256	373.139920	413.158744	18148.383673	272.955305	66.488481	1896.000000	518.524590	369.767347	4.345712	4.374320	4.317103	38.120790	0.996935	768.946700	410.121840	769.446700	614.378160	23752.803456	279.761912	84.903636	2205.000000	558.633333	360.693305	4.300545	4.273466	4.327625	67.990503	0.999693	518.740477	384.517978	519.240477	639.982022	8877.553191	246.936536	35.950748	1105.000000	419.758333	345.778723	4.422601	4.151801	4.693402	86.541392	0.984896
18	tres-3_Light_20.000secs_R_00000018_out.fit	18.000000	0.000000	57280.573508	2457280.573508	2457280.573392	2457280.579257	NaN	1.063740	70.035617	-15.233191	20.000000	0.000000	0.000000	6.242781	1.400000	6.000000	11.000000	17.000000	0.878717	0.537709	0.905937	0.212113	0.010225	0.010370	0.016547	0.006275	85.938869	51.852725	54.748711	33.804740	50331.863957	463.935045	497.810036	499.882387	498.310036	524.617613	44227.452632	314.101925	140.806054	4178.000000	730.600000	362.037895	4.378686	4.343577	4.413795	55.276946	0.997914	372.298066	610.817294	372.798066	413.682706	17600.152034	272.995157	64.470565	1901.000000	514.139344	369.875803	4.329911	4.366628	4.293194	38.626323	0.994093	768.618065	409.410236	769.118065	615.089764	23923.929314	282.428025	84.708057	2436.000000	550.887097	357.952183	4.533266	4.594466	4.472066	30.020089	0.997078	518.214449	383.811540	518.714449	640.688460	8807.782609	246.867942	35.678114	1156.000000	417.891667	344.493478	4.586014	4.531847	4.640182	73.921344	0.999222
19	tres-3_Light_20.000secs_R_00000019_out.fit	19.000000	0.000000	57280.573794	2457280.573794	2457280.573678	2457280.579543	NaN	1.064436	69.932411	-14.809517	20.000000	0.000000	0.000000	7.700031	1.400000	6.000000	11.000000	17.000000	0.868313	0.537452	0.919938	0.206676	0.011991	0.012411	0.020082	0.007636	72.412981	43.303741	45.809214	27.066861	51935.556225	572.472871	493.691873	500.094396	494.191873	524.405604	45096.343220	375.157437	120.206449	2777.000000	599.888889	361.283898	4.929773	5.508337	4.351209	354.573752	0.944422	368.167864	610.842531	368.667864	413.657469	18155.267206	337.719083	53.758488	1408.000000	465.973404	369.402834	4.813700	5.323849	4.303551	1.621810	0.955925	764.485695	409.599138	764.985695	614.900862	24884.912500	339.805534	73.232805	1686.000000	494.262295	358.279167	5.119491	5.655061	4.583921	353.057594	0.954549	514.149164	384.035476	514.649164	640.464524	8895.376518	313.373911	28.385823	829.000000	393.925134	346.356275	5.044488	5.512843	4.576133	358.129680	0.965961
20	tres-3_Light_20.000secs_R_00000020_out.fit	20.000000	0.000000	57280.574080	2457280.574080	2457280.573964	2457280.579829	NaN	1.065137	69.829201	-14.809517	20.000000	0.000000	0.000000	6.068355	1.400000	6.000000	11.000000	17.000000	0.872610	0.534997	0.911884	0.211403	0.009912	0.009992	0.016114	0.006104	88.031403	53.543361	56.589186	34.630990	50548.098077	450.751770	492.125493	499.886432	492.625493	524.613568	44108.753653	310.402036	142.102011	4281.000000	742.715517	362.467641	4.299514	4.194154	4.404874	89.023007	0.997598	366.662662	610.796225	367.162662	413.703775	17617.687225	264.962302	66.491297	1960.000000	523.166667	368.625551	4.264926	4.154494	4.375359	77.109366	0.996697	762.904430	409.424013	763.404430	615.075987	24109.209979	273.056144	88.293966	2404.000000	569.157895	357.673597	4.412712	4.449292	4.376132	23.190934	0.999422	512.574017	383.971386	513.074017	640.528614	8821.200873	241.686738	36.498490	1133.000000	421.304348	344.598253	4.339551	4.497309	4.181792	344.032352	0.992679
21	tres-3_Light_20.000secs_R_00000021_out.fit	21.000000	0.000000	57280.574362	2457280.574362	2457280.574246	2457280.580111	NaN	1.065832	69.727414	-15.233191	20.000000	0.000000	0.000000	6.209164	1.400000	6.000000	11.000000	17.000000	0.859069	0.538515	0.921618	0.205359	0.009868	0.010141	0.016503	0.006083	87.052119	53.101766	55.845075	33.762149	51423.224059	464.030548	492.981540	499.886420	493.481540	524.613580	44176.096774	314.028204	140.675570	3963.000000	728.641667	360.507527	4.404942	4.339619	4.470265	284.888733	0.998833	367.409930	610.756476	367.909930	413.743524	17999.298174	271.793764	66.224103	1946.000000	514.573770	367.038540	4.328276	4.249559	4.406992	88.426272	0.998674	763.758858	409.399177	764.258858	615.100823	24662.849885	283.956204	86.854415	2360.000000	559.983607	357.829099	4.439174	4.466430	4.411918	326.224862	0.998966	513.391427	383.809943	513.891427	640.690057	8761.076000	246.619896	35.524611	1088.000000	414.754098	342.942000	4.253874	4.056455	4.451293	293.376020	0.981727
22	tres-3_Light_20.000secs_R_00000022_out.fit	22.000000	0.000000	57280.574648	2457280.574648	2457280.574532	2457280.580397	NaN	1.066541	69.624254	-14.809517	20.000000	0.000000	0.000000	6.221091	1.400000	6.000000	11.000000	17.000000	0.872766	0.535020	0.916011	0.209738	0.010026	0.010150	0.016445	0.006175	87.048429	52.712183	55.700402	33.964707	51079.419309	462.580281	492.519635	499.732619	493.019635	524.767381	44580.378378	315.098308	141.480856	4274.000000	729.595041	361.162162	4.329879	4.344610	4.315148	39.224331	0.998845	366.948094	610.649323	367.448094	413.850677	17803.360169	272.039265	65.444083	1932.000000	511.901639	365.972458	4.356743	4.282604	4.430883	69.889051	0.998014	763.275824	409.191035	763.775824	615.308965	24420.167024	280.550767	87.043665	2556.000000	558.074380	356.254818	4.437541	4.458908	4.416174	37.213240	0.998713	513.038060	383.656073	513.538060	640.843927	8855.892116	247.520550	35.778412	1082.000000	415.327869	342.738589	4.368891	4.125443	4.612340	87.084144	0.987528
23	tres-3_Light_20.000secs_R_00000023_out.fit	23.000000	0.000000	57280.574934	2457280.574934	2457280.574818	2457280.580683	NaN	1.067255	69.521015	-14.809517	20.000000	0.000000	0.000000	6.528452	1.400000	6.000000	11.000000	17.000000	0.862231	0.544884	0.879548	0.218532	0.010256	0.010601	0.016257	0.006467	84.067379	51.399949	54.103940	33.790604	51774.622357	483.829867	490.463817	499.612087	490.963817	524.887913	44641.675732	328.559944	135.870719	4234.000000	684.941606	359.089958	4.402805	4.452370	4.353241	32.495723	0.997164	364.883681	610.615191	365.383681	413.884809	18261.027254	284.020843	64.294673	1917.000000	504.135338	366.834382	4.448565	4.593364	4.303767	17.029875	0.993838	761.195987	409.248815	761.695987	615.251185	24228.301486	293.031591	82.681534	2277.000000	538.835821	358.027601	4.562016	4.739207	4.384825	19.549236	0.990011	510.973594	383.551041	511.473594	640.948959	9285.293617	259.915347	35.724299	1080.000000	414.909091	344.565957	4.709004	4.867781	4.550226	12.695376	0.994441
24	tres-3_Light_20.000secs_R_00000024_out.fit	24.000000	0.000000	57280.575220	2457280.575220	2457280.575104	2457280.580969	NaN	1.067973	69.417805	-15.233191	20.000000	0.000000	0.000000	5.909458	1.400000	6.000000	11.000000	17.000000	0.882693	0.548557	0.908191	0.204557	0.009836	0.010023	0.015773	0.005915	89.741065	54.731785	57.578729	34.585144	50085.435177	439.066307	489.753761	499.372988	490.253761	525.127012	44210.079332	304.123610	145.368784	4780.000000	766.348624	360.751566	4.136940	4.152882	4.120999	40.803652	0.997212	364.255517	610.234789	364.755517	414.265211	17742.141079	259.490066	68.373103	2129.000000	528.281818	366.989627	4.228530	4.367625	4.089435	22.653683	0.991269	760.540713	408.874381	761.040713	615.625619	23837.833333	265.971896	89.625384	2466.000000	578.616822	355.833333	4.216537	4.430263	4.002811	9.833905	0.988470	510.310128	383.349159	510.810128	641.150841	8505.460765	233.886893	36.365701	1189.000000	421.109091	343.786720	4.057879	3.933396	4.182363	81.221677	0.995867
25	tres-3_Light_20.000secs_R_00000025_out.fit	25.000000	0.000000	57280.575506	2457280.575506	2457280.575390	2457280.581255	NaN	1.068695	69.314632	-14.809517	20.000000	0.000000	0.000000	6.326323	1.400000	6.000000	11.000000	17.000000	0.872101	0.547271	0.894551	0.210842	0.010094	0.010324	0.016116	0.006203	86.401104	53.008019	55.505486	33.992085	51193.790475	465.595387	485.581317	499.192270	486.081317	525.307730	44646.178423	319.590107	139.698249	4563.000000	709.748031	358.203320	4.302011	4.440022	4.164000	340.426335	0.993169	360.029312	610.094293	360.529312	414.405707	18107.292181	271.830442	66.612452	1874.000000	513.836066	365.415638	4.416544	4.519553	4.313534	329.126067	0.990299	756.336503	408.701856	756.836503	615.798144	24172.199593	284.604574	84.932576	2563.000000	545.755906	355.423625	4.391458	4.679232	4.103684	350.275719	0.980846	505.944863	383.123046	506.444863	641.376954	8914.298701	248.772007	35.833207	1081.000000	416.483607	343.415584	4.334024	4.436403	4.231645	352.833763	0.997625
26	tres-3_Light_20.000secs_R_00000026_out.fit	26.000000	0.000000	57280.575792	2457280.575792	2457280.575676	2457280.581541	NaN	1.069422	69.211393	-14.809517	20.000000	0.000000	0.000000	6.046884	1.400000	6.000000	11.000000	17.000000	0.870717	0.544521	0.895244	0.212248	0.009800	0.010006	0.015633	0.006066	88.849411	54.422041	57.264590	34.991014	50983.800143	449.837680	484.895010	499.108662	485.395010	525.391338	44392.463768	310.198299	143.109952	4936.000000	742.896552	360.202899	4.146467	3.940862	4.352071	280.609881	0.988738	359.403132	609.973935	359.903132	414.526065	17974.353319	264.143700	68.047632	2227.000000	522.798246	365.128480	4.114157	3.995210	4.233104	283.422295	0.995807	755.650724	408.741977	756.150724	615.758023	24082.881607	271.986355	88.544448	2724.000000	569.433628	356.310782	4.225907	4.169783	4.282031	290.928419	0.998729	505.302981	383.110067	505.802981	641.389933	8926.565217	242.085661	36.873581	1310.000000	418.887931	341.934783	4.238355	4.067104	4.409605	81.733436	0.992918
